Antecedente;Valor;Consequente;Valor;Conf;Lift;Lev;Conv
fiscalizacao-bt ;64097;corte-bt ligacao-nova-bt ;9;0;9,94;0;1
fiscalizacao-bt ;64097;modifmanut-medic-bt ligacao-nova-bt ;9;0;10,42;0;1
fiscalizacao-bt ;64097;processo dados-do-atendimento ;9;0;3,23;0;1
fiscalizacao-bt afericao-bt ;995;arrecad--tesouraria ;9;0,01;37,81;0;1,01
fiscalizacao-bt arrecad--tesouraria ;54;afericao-bt ;9;0,17;28,76;0;1,17
fiscalizacao-bt dados-do-atendimento ;79;processo ;9;0,11;6,66;0;1,09
fiscalizacao-bt ligacao-nova-bt ;47;corte-bt ;9;0,19;1,83;0;1,08
fiscalizacao-bt ligacao-nova-bt ;47;modifmanut-medic-bt ;9;0,19;18,11;0;1,19
fiscalizacao-bt modifmanut-medic-bt ;1333;ligacao-nova-bt ;9;0,01;36,11;0;1,01
ligacao-nova-bt ;874;corte-bt fiscalizacao-bt ;9;0,01;1,03;0;1
ligacao-nova-bt ;874;fiscalizacao-bt modifmanut-medic-bt ;9;0,01;36,11;0;1,01
ligacao-nova-bt ;874;processo vistoria-bt ;9;0,01;174,38;0;1,01
ligacao-nova-bt ;874;religacao-bt verif-instalacao-bt ;9;0,01;5,27;0;1,01
ligacao-nova-bt ;874;ren verif-instalacao-bt ;9;0,01;4,59;0;1,01
ligacao-nova-bt ;874;solicitacaoouvidoria ;9;0,01;3,48;0;1,01
ligacao-nova-bt ;874;solicitacaoouvidoria vistoria-bt ;9;0,01;278,21;0;1,01
modifmanut-medic-bt ;49414;fiscalizacao-bt ligacao-nova-bt ;9;0;18,11;0;1
modifmanut-medic-bt ;49414;substituicao-bt dados-do-atendimento ;9;0;11,66;0;1
modifmanut-medic-bt ;49414;vistoria-bt retificacao-nome-end ;9;0;3,89;0;1
modifmanut-medic-bt dados-do-atendimento ;95;substituicao-bt ;9;0,09;17,34;0;1,09
modifmanut-medic-bt ligacao-nova-bt ;63;fiscalizacao-bt ;9;0,14;10,42;0;1,13
modifmanut-medic-bt retificacao-nome-end ;198;vistoria-bt ;9;0,05;15,95;0;1,04
modifmanut-medic-bt substituicao-bt ;4263;dados-do-atendimento ;9;0;4,96;0;1
modifmanut-medic-bt vistoria-bt ;672;retificacao-nome-end ;9;0,01;9,43;0;1,01
negativacao ;913226;desligamento-bt retirada-bt ;9;0;2;0;1
negativacao ;913226;veriftensao-fornec dados-do-atendimento ;9;0;1,92;0;1
negativacao dados-do-atendimento ;888;veriftensao-fornec ;9;0,01;13,55;0;1,01
negativacao desligamento-bt ;3489;retirada-bt ;9;0;6,08;0;1
negativacao retirada-bt ;483;desligamento-bt ;9;0,02;9,41;0;1,01
negativacao veriftensao-fornec ;1022;dados-do-atendimento ;9;0,01;20,69;0;1,01
processo ;79963;afericao-bt veriftensao-fornec ;9;0;4,66;0;1
processo ;79963;fiscalizacao-bt dados-do-atendimento ;9;0;6,66;0;1
processo ;79963;vistoria-bt ligacao-nova-bt ;9;0;1;0;1
processo afericao-bt ;2627;veriftensao-fornec ;9;0;4,58;0;1
processo dados-do-atendimento ;203;fiscalizacao-bt ;9;0,04;3,23;0;1,03
processo fiscalizacao-bt ;2926;dados-do-atendimento ;9;0;7,23;0;1
processo ligacao-nova-bt ;9;vistoria-bt ;9;1;350,98;0;8,97
processo veriftensao-fornec ;146;afericao-bt ;9;0,06;10,64;0;1,05
processo vistoria-bt ;276;ligacao-nova-bt ;9;0,03;174,38;0;1,03
reclamacao ;207044;dados-do-atendimento arrecad--tesouraria ;9;0;18,47;0;1
reclamacao arrecad--tesouraria ;447;dados-do-atendimento ;9;0,02;47,31;0;1,02
reclamacao dados-do-atendimento ;875;arrecad--tesouraria ;9;0,01;43;0;1,01
religacao-bt ;383478;verif-instalacao-bt ligacao-nova-bt ;9;0;2,11;0;1
religacao-bt ligacao-nova-bt ;91;verif-instalacao-bt ;9;0,1;7,51;0;1,08
religacao-bt verif-instalacao-bt ;9126;ligacao-nova-bt ;9;0;5,27;0;1
ren ;306902;verif-instalacao-bt ligacao-nova-bt ;9;0;2,64;0;1
ren ligacao-nova-bt ;34;verif-instalacao-bt ;9;0,26;20,1;0;1,29
ren verif-instalacao-bt ;10484;ligacao-nova-bt ;9;0;4,59;0;1
retificacao-nome-end ;6637;corte-bt dados-do-atendimento ;9;0;8,24;0;1
retificacao-nome-end ;6637;modifmanut-medic-bt vistoria-bt ;9;0;9,43;0;1
retificacao-nome-end dados-do-atendimento ;16;corte-bt ;9;0,56;5,38;0;1,79
retirada-bt ;1983;negativacao desligamento-bt ;9;0;6,08;0;1
retirada-bt ;1983;verif-instalacao-bt toi ;9;0;19,83;0;1
solicitacaoouvidoria ;13841;afericao-bt vistoria-bt ;9;0;21,11;0;1
solicitacaoouvidoria ;13841;ligacao-nova-bt ;9;0;3,48;0;1
solicitacaoouvidoria ;13841;veriftensao-fornec dados-do-atendimento ;9;0;126,63;0;1
solicitacaoouvidoria ;13841;vistoria-bt ligacao-nova-bt ;9;0;5,8;0;1
solicitacaoouvidoria dados-do-atendimento ;234;veriftensao-fornec ;9;0,04;51,41;0;1,03
solicitacaoouvidoria ligacao-nova-bt ;9;vistoria-bt ;9;1;350,98;0;8,97
solicitacaoouvidoria veriftensao-fornec ;188;dados-do-atendimento ;9;0,05;112,5;0;1,04
solicitacaoouvidoria vistoria-bt ;173;afericao-bt ;9;0,05;8,98;0;1,04
solicitacaoouvidoria vistoria-bt ;173;ligacao-nova-bt ;9;0,05;278,21;0;1,05
substituicao-bt ;25541;afericao-bt veriftensao-fornec ;9;0;14,58;0;1
substituicao-bt ;25541;modifmanut-medic-bt dados-do-atendimento ;9;0;17,34;0;1
substituicao-bt ;25541;vistoria-bt acompanhamento-bt ;9;0;5,25;0;1
substituicao-bt acompanhamento-bt ;65;vistoria-bt ;9;0,14;48,6;0;1,14
substituicao-bt dados-do-atendimento ;73;modifmanut-medic-bt ;9;0,12;11,66;0;1,11
substituicao-bt veriftensao-fornec ;64;afericao-bt ;9;0,14;24,27;0;1,14
substituicao-bt vistoria-bt ;182;acompanhamento-bt ;9;0,05;66,09;0;1,05
toi ;34778;verif-instalacao-bt retirada-bt ;9;0;6,47;0;1
toi retirada-bt ;137;verif-instalacao-bt ;9;0,07;4,99;0;1,05
verif-instalacao-bt ;61563;religacao-bt ligacao-nova-bt ;9;0;7,51;0;1
verif-instalacao-bt ;61563;ren ligacao-nova-bt ;9;0;20,1;0;1
verif-instalacao-bt ;61563;toi retirada-bt ;9;0;4,99;0;1
verif-instalacao-bt ligacao-nova-bt ;52;religacao-bt ;9;0,17;2,11;0;1,08
verif-instalacao-bt ligacao-nova-bt ;52;ren ;9;0,17;2,64;0;1,1
verif-instalacao-bt retirada-bt ;187;toi ;9;0,05;6,47;0;1,04
verif-instalacao-bt toi ;1070;retirada-bt ;9;0,01;19,83;0;1,01
veriftensao-fornec ;3497;acompanhamento-bt ;9;0;3,44;0;1
veriftensao-fornec ;3497;afericao-bt substituicao-bt ;9;0;4,15;0;1
veriftensao-fornec ;3497;negativacao dados-do-atendimento ;9;0;13,55;0;1
veriftensao-fornec ;3497;processo afericao-bt ;9;0;4,58;0;1
veriftensao-fornec ;3497;solicitacaoouvidoria dados-do-atendimento ;9;0;51,41;0;1
veriftensao-fornec dados-do-atendimento ;24;negativacao ;9;0,38;1,92;0;1,21
veriftensao-fornec dados-do-atendimento ;24;solicitacaoouvidoria ;9;0,38;126,63;0;1,5
vistoria-bt ;13317;afericao-bt solicitacaoouvidoria ;9;0;2,37;0;1
vistoria-bt ;13317;modifmanut-medic-bt retificacao-nome-end ;9;0;15,95;0;1
vistoria-bt ;13317;processo ligacao-nova-bt ;9;0;350,98;0;1
vistoria-bt ;13317;solicitacaoouvidoria ligacao-nova-bt ;9;0;350,98;0;1
vistoria-bt ;13317;substituicao-bt acompanhamento-bt ;9;0;48,6;0;1
vistoria-bt acompanhamento-bt ;314;substituicao-bt ;9;0,03;5,25;0;1,02
vistoria-bt ligacao-nova-bt ;524;processo ;9;0,02;1;0;1
vistoria-bt ligacao-nova-bt ;524;solicitacaoouvidoria ;9;0,02;5,8;0;1,01
vistoria-bt retificacao-nome-end ;219;modifmanut-medic-bt ;9;0,04;3,89;0;1,03
acompanhamento-bt ;3497;corte-bt solicitacaoouvidoria ;8;0;2,79;0;1
acompanhamento-bt ;3497;fiscalizacao-bt substituicao-bt ;8;0;16,01;0;1
acompanhamento-bt ;3497;verif-instalacao-bt modifmanut-medic-bt ;8;0;3,35;0;1
afericao-bt ;27085;fiscalizacao-bt determ-judicial ;8;0;39,44;0;1
afericao-bt ;27085;ligacao-nova-bt ;8;0;1,58;0;1
afericao-bt ;27085;solicitacaoouvidoria veriftensao-fornec ;8;0;7,34;0;1
afericao-bt determ-judicial ;155;fiscalizacao-bt ;8;0,05;3,76;0;1,03
afericao-bt solicitacaoouvidoria ;1335;veriftensao-fornec ;8;0,01;8,01;0;1
afericao-bt veriftensao-fornec ;113;solicitacaoouvidoria ;8;0,07;23,91;0;1,06
alterar-carga-bt ;13586;modifmanut-medic-bt veriftensao-fornec ;8;0;18,72;0;1
alterar-carga-bt ;13586;processo determ-judicial ;8;0;5,2;0;1
alterar-carga-bt ;13586;verif-instalacao-bt retificacao-nome-end ;8;0;8,77;0;1
alterar-carga-bt determ-judicial ;12;processo ;8;0,67;38,97;0;2,36
alterar-carga-bt retificacao-nome-end ;81;verif-instalacao-bt ;8;0,1;7,5;0;1,08
alterar-carga-bt veriftensao-fornec ;30;modifmanut-medic-bt ;8;0,27;25,22;0;1,29
arrecad--tesouraria ;1118;ren fiscalizacao-bt ;8;0,01;2,63;0;1
arrecad--tesouraria ;1118;substituicao-bt determ-judicial ;8;0,01;106,18;0;1,01
arrecad--tesouraria ;1118;substituicao-bt solicitacaoouvidoria ;8;0,01;62,87;0;1,01
arrecad--tesouraria determ-judicial ;9;substituicao-bt ;8;0,89;162,67;0;4,48
corte-bt ;489093;solicitacaoouvidoria acompanhamento-bt ;8;0;1,32;0;1
corte-bt ;489093;solicitacaoouvidoria retirada-bt ;8;0;4,78;0;1
corte-bt acompanhamento-bt ;229;solicitacaoouvidoria ;8;0,03;11,8;0;1,03
corte-bt retirada-bt ;865;solicitacaoouvidoria ;8;0,01;3,12;0;1,01
corte-bt solicitacaoouvidoria ;3828;acompanhamento-bt ;8;0;2,79;0;1
corte-bt solicitacaoouvidoria ;3828;retirada-bt ;8;0;4,93;0;1
dados-do-atendimento ;1989;fiscalizacao-bt solicitacaoouvidoria ;8;0;33,87;0;1
dados-do-atendimento ;1989;negativacao retificacao-nome-end ;8;0;8,38;0;1
determ-judicial ;733;fiscalizacao-bt afericao-bt ;8;0,01;51,27;0;1,01
determ-judicial ;733;processo alterar-carga-bt ;8;0,01;226,72;0;1,01
determ-judicial ;733;ren fiscalizacao-bt ;8;0,01;4;0;1,01
determ-judicial ;733;substituicao-bt arrecad--tesouraria ;8;0,01;689,35;0;1,01
fiscalizacao-bt ;64097;afericao-bt determ-judicial ;8;0;3,76;0;1
fiscalizacao-bt ;64097;ren arrecad--tesouraria ;8;0;6,14;0;1
fiscalizacao-bt ;64097;ren determ-judicial ;8;0;5,03;0;1
fiscalizacao-bt ;64097;solicitacaoouvidoria dados-do-atendimento ;8;0;2,49;0;1
fiscalizacao-bt ;64097;substituicao-bt acompanhamento-bt ;8;0;8,97;0;1
fiscalizacao-bt acompanhamento-bt ;402;substituicao-bt ;8;0,02;3,64;0;1,01
fiscalizacao-bt afericao-bt ;995;determ-judicial ;8;0,01;51,27;0;1,01
fiscalizacao-bt arrecad--tesouraria ;54;ren ;8;0,15;2,26;0;1,07
fiscalizacao-bt dados-do-atendimento ;79;solicitacaoouvidoria ;8;0,1;34,2;0;1,09
fiscalizacao-bt determ-judicial ;35;afericao-bt ;8;0,23;39,44;0;1,24
fiscalizacao-bt determ-judicial ;35;ren ;8;0,23;3,48;0;1,17
fiscalizacao-bt solicitacaoouvidoria ;555;dados-do-atendimento ;8;0,01;33,87;0;1,01
fiscalizacao-bt substituicao-bt ;668;acompanhamento-bt ;8;0,01;16,01;0;1,01
ligacao-nova-bt ;874;afericao-bt ;8;0,01;1,58;0;1
modifmanut-medic-bt ;49414;alterar-carga-bt veriftensao-fornec ;8;0;25,22;0;1
modifmanut-medic-bt ;49414;negativacao retirada-bt ;8;0;1,57;0;1
modifmanut-medic-bt ;49414;verif-instalacao-bt acompanhamento-bt ;8;0;5,52;0;1
modifmanut-medic-bt ;49414;verif-instalacao-bt retirada-bt ;8;0;4,05;0;1
modifmanut-medic-bt ;49414;verif-instalacao-bt veriftensao-fornec ;8;0;10,09;0;1
modifmanut-medic-bt acompanhamento-bt ;127;verif-instalacao-bt ;8;0,06;4,78;0;1,04
modifmanut-medic-bt alterar-carga-bt ;690;veriftensao-fornec ;8;0,01;15,5;0;1,01
modifmanut-medic-bt retirada-bt ;22;negativacao ;8;0,36;1,86;0;1,18
modifmanut-medic-bt retirada-bt ;22;verif-instalacao-bt ;8;0,36;27,61;0;1,45
modifmanut-medic-bt veriftensao-fornec ;147;alterar-carga-bt ;8;0,05;18,72;0;1,05
modifmanut-medic-bt veriftensao-fornec ;147;verif-instalacao-bt ;8;0,05;4,13;0;1,04
negativacao ;913226;modifmanut-medic-bt retirada-bt ;8;0;1,86;0;1
negativacao ;913226;retificacao-nome-end dados-do-atendimento ;8;0;2,56;0;1
negativacao dados-do-atendimento ;888;retificacao-nome-end ;8;0,01;6,34;0;1,01
negativacao modifmanut-medic-bt ;15703;retirada-bt ;8;0;1,2;0;1
negativacao retificacao-nome-end ;2243;dados-do-atendimento ;8;0;8,38;0;1
negativacao retirada-bt ;483;modifmanut-medic-bt ;8;0,02;1,57;0;1
processo ;79963;alterar-carga-bt determ-judicial ;8;0;38,97;0;1
processo ;79963;toi retificacao-nome-end ;8;0;8,99;0;1
processo alterar-carga-bt ;225;determ-judicial ;8;0,04;226,72;0;1,03
processo determ-judicial ;529;alterar-carga-bt ;8;0,02;5,2;0;1,01
processo retificacao-nome-end ;174;toi ;8;0,05;6,18;0;1,03
processo toi ;2516;retificacao-nome-end ;8;0;2,24;0;1
ren ;306902;fiscalizacao-bt arrecad--tesouraria ;8;0;2,26;0;1
ren ;306902;fiscalizacao-bt determ-judicial ;8;0;3,48;0;1
ren ;306902;verif-instalacao-bt veriftensao-fornec ;8;0;1,62;0;1
ren arrecad--tesouraria ;95;fiscalizacao-bt ;8;0,08;6,14;0;1,06
ren determ-judicial ;116;fiscalizacao-bt ;8;0,07;5,03;0;1,05
ren fiscalizacao-bt ;12739;arrecad--tesouraria ;8;0;2,63;0;1
ren fiscalizacao-bt ;12739;determ-judicial ;8;0;4;0;1
ren verif-instalacao-bt ;10484;veriftensao-fornec ;8;0;1,02;0;1
ren veriftensao-fornec ;125;verif-instalacao-bt ;8;0,06;4,86;0;1,05
retificacao-nome-end ;6637;negativacao dados-do-atendimento ;8;0;6,34;0;1
retificacao-nome-end ;6637;processo toi ;8;0;2,24;0;1
retificacao-nome-end ;6637;verif-instalacao-bt alterar-carga-bt ;8;0;8,16;0;1
retificacao-nome-end dados-do-atendimento ;16;negativacao ;8;0,5;2,56;0;1,43
retirada-bt ;1983;corte-bt solicitacaoouvidoria ;8;0;4,93;0;1
retirada-bt ;1983;negativacao modifmanut-medic-bt ;8;0;1,2;0;1
retirada-bt ;1983;verif-instalacao-bt modifmanut-medic-bt ;8;0;5,91;0;1
retirada-bt ;1983;verif-instalacao-bt solicitacaoouvidoria ;8;0;12,5;0;1
retirada-bt ;1983;vistoria-bt ;8;0;1,42;0;1
solicitacaoouvidoria ;13841;afericao-bt veriftensao-fornec ;8;0;23,91;0;1
solicitacaoouvidoria ;13841;corte-bt acompanhamento-bt ;8;0;11,8;0;1
solicitacaoouvidoria ;13841;corte-bt retirada-bt ;8;0;3,12;0;1
solicitacaoouvidoria ;13841;fiscalizacao-bt dados-do-atendimento ;8;0;34,2;0;1
solicitacaoouvidoria ;13841;substituicao-bt arrecad--tesouraria ;8;0;36,51;0;1
solicitacaoouvidoria ;13841;verif-instalacao-bt retirada-bt ;8;0;14,45;0;1
solicitacaoouvidoria acompanhamento-bt ;58;corte-bt ;8;0,14;1,32;0;1,02
solicitacaoouvidoria arrecad--tesouraria ;51;substituicao-bt ;8;0,16;28,71;0;1,15
solicitacaoouvidoria dados-do-atendimento ;234;fiscalizacao-bt ;8;0,03;2,49;0;1,02
solicitacaoouvidoria retirada-bt ;16;corte-bt ;8;0,5;4,78;0;1,59
solicitacaoouvidoria retirada-bt ;16;verif-instalacao-bt ;8;0,5;37,96;0;1,75
solicitacaoouvidoria veriftensao-fornec ;188;afericao-bt ;8;0,04;7,34;0;1,03
substituicao-bt ;25541;arrecad--tesouraria determ-judicial ;8;0;162,67;0;1
substituicao-bt ;25541;fiscalizacao-bt acompanhamento-bt ;8;0;3,64;0;1
substituicao-bt ;25541;solicitacaoouvidoria arrecad--tesouraria ;8;0;28,71;0;1
substituicao-bt acompanhamento-bt ;65;fiscalizacao-bt ;8;0,12;8,97;0;1,11
substituicao-bt arrecad--tesouraria ;74;determ-judicial ;8;0,11;689,35;0;1,1
substituicao-bt arrecad--tesouraria ;74;solicitacaoouvidoria ;8;0,11;36,51;0;1,1
substituicao-bt determ-judicial ;315;arrecad--tesouraria ;8;0,03;106,18;0;1,02
substituicao-bt solicitacaoouvidoria ;532;arrecad--tesouraria ;8;0,02;62,87;0;1,01
toi ;34778;processo retificacao-nome-end ;8;0;6,18;0;1
toi retificacao-nome-end ;52;processo ;8;0,15;8,99;0;1,14
verif-instalacao-bt ;61563;alterar-carga-bt retificacao-nome-end ;8;0;7,5;0;1
verif-instalacao-bt ;61563;modifmanut-medic-bt acompanhamento-bt ;8;0;4,78;0;1
verif-instalacao-bt ;61563;modifmanut-medic-bt retirada-bt ;8;0;27,61;0;1
verif-instalacao-bt ;61563;modifmanut-medic-bt veriftensao-fornec ;8;0;4,13;0;1
verif-instalacao-bt ;61563;ren veriftensao-fornec ;8;0;4,86;0;1
verif-instalacao-bt ;61563;solicitacaoouvidoria retirada-bt ;8;0;37,96;0;1
verif-instalacao-bt acompanhamento-bt ;137;modifmanut-medic-bt ;8;0,06;5,52;0;1,04
verif-instalacao-bt alterar-carga-bt ;690;retificacao-nome-end ;8;0,01;8,16;0;1,01
verif-instalacao-bt modifmanut-medic-bt ;3192;acompanhamento-bt ;8;0;3,35;0;1
verif-instalacao-bt modifmanut-medic-bt ;3192;retirada-bt ;8;0;5,91;0;1
verif-instalacao-bt modifmanut-medic-bt ;3192;veriftensao-fornec ;8;0;3,35;0;1
verif-instalacao-bt retificacao-nome-end ;314;alterar-carga-bt ;8;0,03;8,77;0;1,02
verif-instalacao-bt retirada-bt ;187;modifmanut-medic-bt ;8;0,04;4,05;0;1,03
verif-instalacao-bt retirada-bt ;187;solicitacaoouvidoria ;8;0,04;14,45;0;1,04
verif-instalacao-bt solicitacaoouvidoria ;1508;retirada-bt ;8;0,01;12,5;0;1
verif-instalacao-bt veriftensao-fornec ;75;modifmanut-medic-bt ;8;0,11;10,09;0;1,09
verif-instalacao-bt veriftensao-fornec ;75;ren ;8;0,11;1,62;0;1,03
veriftensao-fornec ;3497;afericao-bt solicitacaoouvidoria ;8;0;8,01;0;1
veriftensao-fornec ;3497;modifmanut-medic-bt alterar-carga-bt ;8;0;15,5;0;1
veriftensao-fornec ;3497;ren verif-instalacao-bt ;8;0;1,02;0;1
veriftensao-fornec ;3497;verif-instalacao-bt modifmanut-medic-bt ;8;0;3,35;0;1
vistoria-bt ;13317;retirada-bt ;8;0;1,42;0;1
acompanhamento-bt ;3497;dados-do-atendimento ;7;0;4,7;0;1
acompanhamento-bt ;3497;modifmanut-medic-bt solicitacaoouvidoria ;7;0;10,37;0;1
acompanhamento-bt ;3497;verif-instalacao-bt afericao-bt ;7;0;3,87;0;1
afericao-bt ;27085;processo vistoria-bt ;7;0;4,38;0;1
afericao-bt ;27085;reclamacao ligacao-nova-bt ;7;0;11,73;0;1
afericao-bt ;27085;ren arrecad--tesouraria ;7;0;12,72;0;1
afericao-bt ;27085;verif-instalacao-bt acompanhamento-bt ;7;0;8,82;0;1
afericao-bt ;27085;vistoria-bt ligacao-nova-bt ;7;0;2,31;0;1
afericao-bt acompanhamento-bt ;27;verif-instalacao-bt ;7;0,26;19,68;0;1,27
afericao-bt arrecad--tesouraria ;100;ren ;7;0,07;1,07;0;0,99
afericao-bt ligacao-nova-bt ;8;reclamacao ;7;0,88;19,75;0;3,82
afericao-bt ligacao-nova-bt ;8;vistoria-bt ;7;0,88;307,11;0;3,99
afericao-bt vistoria-bt ;144;ligacao-nova-bt ;7;0,05;259,96;0;1,04
afericao-bt vistoria-bt ;144;processo ;7;0,05;2,84;0;1,03
alterar-carga-bt ;13586;arrecad--tesouraria ;7;0;2,15;0;1
alterar-carga-bt ;13586;negativacao dados-do-atendimento ;7;0;2,71;0;1
alterar-carga-bt ;13586;processo substituicao-bt ;7;0;1,76;0;1
alterar-carga-bt dados-do-atendimento ;19;negativacao ;7;0,37;1,89;0;1,18
arrecad--tesouraria ;1118;alterar-carga-bt ;7;0,01;2,15;0;1
arrecad--tesouraria ;1118;negativacao toi ;7;0,01;3,39;0;1
arrecad--tesouraria ;1118;processo determ-judicial ;7;0,01;55,32;0;1,01
arrecad--tesouraria ;1118;religacao-bt toi ;7;0,01;7,48;0;1
arrecad--tesouraria ;1118;ren afericao-bt ;7;0,01;14,89;0;1
arrecad--tesouraria ;1118;ren solicitacaoouvidoria ;7;0,01;22,17;0;1,01
arrecad--tesouraria determ-judicial ;9;processo ;7;0,78;45,46;0;2,95
corte-bt ;489093;modifmanut-medic-bt retirada-bt ;7;0;3,04;0;1
corte-bt modifmanut-medic-bt ;8508;retirada-bt ;7;0;1,94;0;1
dados-do-atendimento ;1989;acompanhamento-bt ;7;0;4,7;0;1
dados-do-atendimento ;1989;fiscalizacao-bt substituicao-bt ;7;0;24,62;0;1
dados-do-atendimento ;1989;negativacao alterar-carga-bt ;7;0;4,51;0;1
dados-do-atendimento ;1989;religacao-bt retificacao-nome-end ;7;0;14,9;0;1
determ-judicial ;733;processo arrecad--tesouraria ;7;0,01;167,8;0;1,01
determ-judicial ;733;retificacao-nome-end ;7;0,01;6,73;0;1,01
determ-judicial ;733;verif-instalacao-bt vistoria-bt ;7;0,01;91,65;0;1,01
fiscalizacao-bt ;64097;modifmanut-medic-bt retificacao-nome-end ;7;0;2,58;0;1
fiscalizacao-bt ;64097;solicitacaoouvidoria retificacao-nome-end ;7;0;4,56;0;1
fiscalizacao-bt ;64097;substituicao-bt dados-do-atendimento ;7;0;6,99;0;1
fiscalizacao-bt dados-do-atendimento ;79;substituicao-bt ;7;0,09;16,22;0;1,08
fiscalizacao-bt modifmanut-medic-bt ;1333;retificacao-nome-end ;7;0,01;3,7;0;1
fiscalizacao-bt retificacao-nome-end ;143;modifmanut-medic-bt ;7;0,05;4,63;0;1,03
fiscalizacao-bt retificacao-nome-end ;143;solicitacaoouvidoria ;7;0,05;16,53;0;1,04
fiscalizacao-bt solicitacaoouvidoria ;555;retificacao-nome-end ;7;0,01;8,88;0;1,01
fiscalizacao-bt substituicao-bt ;668;dados-do-atendimento ;7;0,01;24,62;0;1,01
ligacao-nova-bt ;874;afericao-bt vistoria-bt ;7;0,01;259,96;0;1,01
ligacao-nova-bt ;874;reclamacao afericao-bt ;7;0,01;3,04;0;1
ligacao-nova-bt ;874;religacao-bt modifmanut-medic-bt ;7;0,01;4,84;0;1,01
ligacao-nova-bt ;874;retificacao-nome-end ;7;0,01;5,64;0;1,01
ligacao-nova-bt ;874;verif-instalacao-bt modifmanut-medic-bt ;7;0,01;11,73;0;1,01
modifmanut-medic-bt ;49414;fiscalizacao-bt retificacao-nome-end ;7;0;4,63;0;1
modifmanut-medic-bt ;49414;religacao-bt ligacao-nova-bt ;7;0;7,28;0;1
modifmanut-medic-bt ;49414;ren retirada-bt ;7;0;1,42;0;1
modifmanut-medic-bt ;49414;solicitacaoouvidoria acompanhamento-bt ;7;0;11,42;0;1
modifmanut-medic-bt ;49414;solicitacaoouvidoria retificacao-nome-end ;7;0;5,91;0;1
modifmanut-medic-bt ;49414;toi vistoria-bt ;7;0;13,79;0;1
modifmanut-medic-bt ;49414;verif-instalacao-bt ligacao-nova-bt ;7;0;12,73;0;1
modifmanut-medic-bt acompanhamento-bt ;127;solicitacaoouvidoria ;7;0,06;18,61;0;1,05
modifmanut-medic-bt ligacao-nova-bt ;63;religacao-bt ;7;0,11;1,35;0;1,01
modifmanut-medic-bt ligacao-nova-bt ;63;verif-instalacao-bt ;7;0,11;8,44;0;1,09
modifmanut-medic-bt retificacao-nome-end ;198;fiscalizacao-bt ;7;0,04;2,58;0;1,02
modifmanut-medic-bt retificacao-nome-end ;198;solicitacaoouvidoria ;7;0,04;11,94;0;1,03
modifmanut-medic-bt retirada-bt ;22;corte-bt ;7;0,32;3,04;0;1,23
modifmanut-medic-bt retirada-bt ;22;ren ;7;0,32;4,85;0;1,28
modifmanut-medic-bt solicitacaoouvidoria ;902;acompanhamento-bt ;7;0,01;10,37;0;1,01
modifmanut-medic-bt solicitacaoouvidoria ;902;retificacao-nome-end ;7;0,01;5,47;0;1,01
modifmanut-medic-bt toi ;570;vistoria-bt ;7;0,01;4,31;0;1,01
modifmanut-medic-bt vistoria-bt ;672;toi ;7;0,01;1,4;0;1
negativacao ;913226;alterar-carga-bt dados-do-atendimento ;7;0;1,89;0;1
negativacao ;913226;toi arrecad--tesouraria ;7;0;2,76;0;1
negativacao alterar-carga-bt ;3649;dados-do-atendimento ;7;0;4,51;0;1
negativacao arrecad--tesouraria ;600;toi ;7;0,01;1,57;0;1
negativacao dados-do-atendimento ;888;alterar-carga-bt ;7;0,01;2,71;0;1
negativacao toi ;8644;arrecad--tesouraria ;7;0;3,39;0;1
processo ;79963;afericao-bt vistoria-bt ;7;0;2,84;0;1
processo ;79963;arrecad--tesouraria determ-judicial ;7;0;45,46;0;1
processo ;79963;solicitacaoouvidoria retificacao-nome-end ;7;0;3,65;0;1
processo ;79963;substituicao-bt alterar-carga-bt ;7;0;1,7;0;1
processo ;79963;substituicao-bt vistoria-bt ;7;0;2,25;0;1
processo ;79963;toi retirada-bt ;7;0;2,99;0;1
processo alterar-carga-bt ;225;substituicao-bt ;7;0,03;5,69;0;1,02
processo arrecad--tesouraria ;266;determ-judicial ;7;0,03;167,8;0;1,02
processo determ-judicial ;529;arrecad--tesouraria ;7;0,01;55,32;0;1,01
processo retificacao-nome-end ;174;solicitacaoouvidoria ;7;0,04;13,59;0;1,03
processo retirada-bt ;139;toi ;7;0,05;6,77;0;1,04
processo solicitacaoouvidoria ;1420;retificacao-nome-end ;7;0;3,47;0;1
processo substituicao-bt ;1366;alterar-carga-bt ;7;0,01;1,76;0;1
processo substituicao-bt ;1366;vistoria-bt ;7;0,01;1,8;0;1
processo toi ;2516;retirada-bt ;7;0;6,56;0;1
processo vistoria-bt ;276;afericao-bt ;7;0,03;4,38;0;1,02
processo vistoria-bt ;276;substituicao-bt ;7;0,03;4,64;0;1,02
reclamacao ;207044;afericao-bt ligacao-nova-bt ;7;0;19,75;0;1
reclamacao ;207044;retificacao-nome-end veriftensao-fornec ;7;0;10,53;0;1
reclamacao ;207044;toi retificacao-nome-end ;7;0;3,04;0;1
reclamacao afericao-bt ;12320;ligacao-nova-bt ;7;0;3,04;0;1
reclamacao ligacao-nova-bt ;103;afericao-bt ;7;0,07;11,73;0;1,06
reclamacao retificacao-nome-end ;1326;veriftensao-fornec ;7;0,01;7,06;0;1
reclamacao toi ;2136;retificacao-nome-end ;7;0;2,31;0;1
